index,freq,amp,phase
1,349.23,3.02019756696605,-109.582877296991
2,698.46,0,-35.9719935877037
3,1047.69,0.773988159046655,-138.871641542494
4,1396.92,0,-60.1901373119509
5,1746.15,0.422342816448743,-164.010680769735
6,2095.38,0,-105.203485011475
7,2444.61,0.264138638019175,71.4946689431563
8,2793.84,0,99.9029202978057
9,3143.07,0.0293790183848555,-44.6526294019596
10,3492.3,0,6.60169713371659
11,3841.53,0.0223449308790528,-114.5007282384
12,4190.76,0,-61.3125787270763
13,4539.99,0.037563574171647,-188.658996806175
14,4889.22,0,-130.145433936899
15,5238.45,0.131337843410574,-255.649001849365
16,5587.68,0,148.280063839474
17,5936.91,0.162994848008002,23.6132056152425
18,6286.14,0,95.281693674628
19,6635.37,0.119659807669154,-5.10898452918302
20,6984.6,0,78.1906023602573
21,7333.83,0.100270985192544,-16.5812461501465
22,7683.06,0,69.7672483253607
23,8032.29,0.0899802711480736,-23.1782722046848
24,8381.52,0,64.3500256604143
25,8730.75,0.083416572242859,-27.7872227647637
26,9079.98,0,60.3216565382371
27,9429.21,0.0786608867197857,-31.3818267036586
28,9778.44,0,57.0621582780155
29,10127.67,0.0749005124783519,-34.3748432044645
30,10476.9,0,54.2864621674924
31,10826.13,0.0717446656068762,-36.9693581311359
32,11175.36,0,51.845943992607
33,11524.59,0.0689872031605085,-39.2767581322684
34,11873.82,0,49.6553180154684
35,12223.05,0.0665113838782639,-41.3636320749584
36,12572.28,0,47.6616496383347
37,12921.51,0.0642471566458516,-43.272767899999
38,13270.74,0,45.8298116696212
39,13619.97,0.0621503177891156,-45.0334235290871
40,13969.2,0,44.1351048258988
41,14318.43,0.0601916519482279,-46.6667116883897
42,14667.66,0,42.5592728284852
43,15016.89,0.0583509745947016,-48.1885870027671
44,15366.12,0,41.0882365240437
45,15715.35,0.056613725503059,-49.6115839049929
46,16064.58,0,39.7107470099912
47,16413.81,0.0549689540085846,-50.9458707704006
48,16763.04,0,38.4175528430931
49,17112.27,0.0534080935217298,-52.1999137912124
50,17461.5,0,37.2008661976626
51,17810.73,0.0519241980976966,-53.3809098960331
52,18159.96,0,36.0540088861534
53,18509.19,0.0505114567567718,-54.4950785234333
54,18858.42,0,34.9711699553371
55,19207.65,0.0491648785053127,-55.5478645724427
56,19556.88,0,33.9472344763897
57,19906.11,0.0478800842514977,-56.544083909247
58,20255.34,0,32.9776589864843
59,20604.57,0.046653166746708,-57.4880307442699
60,20953.8,0,32.0583782918045
61,21303.03,0.0454805944335097,-58.3835590533777
62,21652.26,0,31.1857338856725
63,22001.49,0.0443591439978862,-59.2341458882379
64,22350.72,0,30.3564176337913
65,22699.95,0.0432858519150299,-60.0429417391238
66,23049.18,0,29.567426505413
67,23398.41,0.0422579787145712,-60.8128114186561
68,23747.64,0,28.8160254860611
69,24096.87,0.0412729818711491,-61.5463678438335
70,24446.1,0,28.0997166887728
71,24795.33,0.0403284946253193,-62.246000378757
72,25144.56,0,27.4162132632696
73,25493.79,0.0394223089466363,-62.913898923965
74,25843.02,0,26.7634170938916
75,26192.25,0.0385523614434967,-63.5520746154095
76,26541.48,0,26.139399544584
77,26890.71,0.0377167214145522,-64.1623777736534
78,27239.94,0,25.5423846950155
79,27589.17,0.036913580494977,-64.74651358804
80,27938.4,0,24.9707346431482
81,28287.63,0.0361412435229574,-65.3060559095946
82,28636.86,0,24.4229365438552
83,28986.09,0.0353981203668778,-65.8424594459979
84,29335.32,0,23.8975911220628
85,29684.55,0.034682718530984,-66.3570705927167
86,30033.78,0,23.393402450092
87,30383.01,0.0339936364094222,-66.8511370899601
88,30732.24,0,22.9091688175683
89,31081.47,0.0333295570938574,-67.3258166612774
90,31430.7,0,22.4437745520038
91,31779.93,0.0326892426638848,-67.7821847633903
92,32129.16,0,21.9961826713771
93,32478.39,0.0320715289059008,-68.2212415562129
94,32827.62,0,21.5654282684412
95,33176.85,0.0314753204174517,-68.6439181855399
96,33526.08,0,21.1506125412926
97,33875.31,0.0308995860620143,-69.0510824575398
98,34224.54,0,20.7508973967923
99,34573.77,0.0303433547447889,-69.4435439732613
100,34923,0,20.3655005633702
